source_variable,unit_measure,unit_measure_label,type,type_label,technology_domain,technology_domain_label,regional_patent_office,regional_patent_office_label,candidate_role,recommended_use,include,reason,coverage_checked,dataset_id,variable,total_rows,non_missing_observations,missing_observations,countries_total,countries_with_data,years_total,years_with_data,first_year,last_year
PT_INV.RENEW.ADAPT._Z,PT_INV,Percentage of inventions,RENEW,Development of renewable energy technologies,ADAPT,Climate change adaptation technologies,_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Renewable-energy patenting is substantively important but narrower than the broad environmental-innovation target.,False,,,,,,,,,,,
PT_INV.RENEW.BUILD._Z,PT_INV,Percentage of inventions,RENEW,Development of renewable energy technologies,BUILD,Climate change mitigation technologies related to buildings,_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Renewable-energy patenting is substantively important but narrower than the broad environmental-innovation target.,False,,,,,,,,,,,
PT_INV.RENEW.ENE._Z,PT_INV,Percentage of inventions,RENEW,Development of renewable energy technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Renewable-energy patenting is substantively important but narrower than the broad environmental-innovation target.,False,,,,,,,,,,,
PT_INV.RENEW.ENV_PAT._Z,PT_INV,Percentage of inventions,RENEW,Development of renewable energy technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Renewable-energy patenting is substantively important but narrower than the broad environmental-innovation target.,False,,,,,,,,,,,
PT_INV.RENEW.GHG._Z,PT_INV,Percentage of inventions,RENEW,Development of renewable energy technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Renewable-energy patenting is substantively important but narrower than the broad environmental-innovation target.,False,,,,,,,,,,,
PT_INV.RENEW.GOODS._Z,PT_INV,Percentage of inventions,RENEW,Development of renewable energy technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Renewable-energy patenting is substantively important but narrower than the broad environmental-innovation target.,False,,,,,,,,,,,
PT_INV.RENEW.ICT._Z,PT_INV,Percentage of inventions,RENEW,Development of renewable energy technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Renewable-energy patenting is substantively important but narrower than the broad environmental-innovation target.,False,,,,,,,,,,,
PT_INV.RENEW.MAN._Z,PT_INV,Percentage of inventions,RENEW,Development of renewable energy technologies,MAN,Environmental management,_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Renewable-energy patenting is substantively important but narrower than the broad environmental-innovation target.,False,,,,,,,,,,,
PT_INV.RENEW.OCEAN._Z,PT_INV,Percentage of inventions,RENEW,Development of renewable energy technologies,OCEAN,Sustainable ocean economy,_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Renewable-energy patenting is substantively important but narrower than the broad environmental-innovation target.,False,,,,,,,,,,,
PT_INV.RENEW.TRA._Z,PT_INV,Percentage of inventions,RENEW,Development of renewable energy technologies,TRA,Climate change mitigation technologies related to transportation,_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Renewable-energy patenting is substantively important but narrower than the broad environmental-innovation target.,False,,,,,,,,,,,
PT_INV.RENEW.WAT_WASTE._Z,PT_INV,Percentage of inventions,RENEW,Development of renewable energy technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Renewable-energy patenting is substantively important but narrower than the broad environmental-innovation target.,False,,,,,,,,,,,
PT_TECH.DEV.ADAPT._Z,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ADAPT,Climate change adaptation technologies,_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Broad environmental subdomain; useful for descriptive checks but too narrow for the main target.,False,,,,,,,,,,,
PT_TECH.DEV.BUILD._Z,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,BUILD,Climate change mitigation technologies related to buildings,_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Broad environmental subdomain; useful for descriptive checks but too narrow for the main target.,False,,,,,,,,,,,
PT_TECH.DEV.ENE._Z,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Broad environmental subdomain; useful for descriptive checks but too narrow for the main target.,False,,,,,,,,,,,
PT_TECH.DEV.ENV_PAT._Z,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Technology-share candidate kept for robustness only because values can be hard to interpret.,True,oecd_patents_environment,env_patent_share_tech,3538,3538,0,202,202,34,34,1990,2023
PT_TECH.DEV.GHG._Z,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Broad environmental subdomain; useful for descriptive checks but too narrow for the main target.,False,,,,,,,,,,,
PT_TECH.DEV.GOODS._Z,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Broad environmental subdomain; useful for descriptive checks but too narrow for the main target.,False,,,,,,,,,,,
PT_TECH.DEV.ICT._Z,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Broad environmental subdomain; useful for descriptive checks but too narrow for the main target.,False,,,,,,,,,,,
PT_TECH.DEV.MAN._Z,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,MAN,Environmental management,_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Broad environmental subdomain; useful for descriptive checks but too narrow for the main target.,False,,,,,,,,,,,
PT_TECH.DEV.OCEAN._Z,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,OCEAN,Sustainable ocean economy,_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Broad environmental subdomain; useful for descriptive checks but too narrow for the main target.,False,,,,,,,,,,,
PT_TECH.DEV.TRA._Z,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Broad environmental subdomain; useful for descriptive checks but too narrow for the main target.,False,,,,,,,,,,,
PT_TECH.DEV.WAT_WASTE._Z,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Broad environmental subdomain; useful for descriptive checks but too narrow for the main target.,False,,,,,,,,,,,
PT_TECH.RENEW.ADAPT._Z,PT_TECH,Percentage of technologies,RENEW,Development of renewable energy technologies,ADAPT,Climate change adaptation technologies,_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Renewable-energy patenting is substantively important but narrower than the broad environmental-innovation target.,False,,,,,,,,,,,
PT_TECH.RENEW.BUILD._Z,PT_TECH,Percentage of technologies,RENEW,Development of renewable energy technologies,BUILD,Climate change mitigation technologies related to buildings,_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Renewable-energy patenting is substantively important but narrower than the broad environmental-innovation target.,False,,,,,,,,,,,
PT_TECH.RENEW.ENE._Z,PT_TECH,Percentage of technologies,RENEW,Development of renewable energy technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Renewable-energy patenting is substantively important but narrower than the broad environmental-innovation target.,False,,,,,,,,,,,
PT_TECH.RENEW.ENV_PAT._Z,PT_TECH,Percentage of technologies,RENEW,Development of renewable energy technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Renewable-energy patenting is substantively important but narrower than the broad environmental-innovation target.,False,,,,,,,,,,,
PT_TECH.RENEW.GHG._Z,PT_TECH,Percentage of technologies,RENEW,Development of renewable energy technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Renewable-energy patenting is substantively important but narrower than the broad environmental-innovation target.,False,,,,,,,,,,,
PT_TECH.RENEW.GOODS._Z,PT_TECH,Percentage of technologies,RENEW,Development of renewable energy technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Renewable-energy patenting is substantively important but narrower than the broad environmental-innovation target.,False,,,,,,,,,,,
PT_TECH.RENEW.ICT._Z,PT_TECH,Percentage of technologies,RENEW,Development of renewable energy technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,secondary_target,robustness or thematic outcome candidate,False,Renewable-energy patenting is substantively important but narrower than the broad environmental-innovation target.,False,,,,,,,,,,,
